,Title,Episode,Line
5313,Baffling x Turn Of x Events!,20,"Hence, there are many applicants \Nwho harbor ill intentions."
5314,Baffling x Turn Of x Events!,20,"If it weren't for them, we would accept every person who applied."
5315,Baffling x Turn Of x Events!,20,"Most professional Hunters consider this card more valuable than their own lives, yet no more than a worthless scrap \Nof paper at the same time."
5316,Baffling x Turn Of x Events!,20,The important thing is what you accomplish once \Nyou become a Hunter.
5317,Baffling x Turn Of x Events!,20,What I accomplish...
5318,Baffling x Turn Of x Events!,20,"Gon-kun, you can decide for yourself when \Nyou're ready to use this card."
5319,Baffling x Turn Of x Events!,20,I have faith in your judgment.
5320,Baffling x Turn Of x Events!,20,Okay.
5321,Baffling x Turn Of x Events!,20,A lot of people helped me reach this point.
5322,Baffling x Turn Of x Events!,20,I'll use this once I've returned the favor.
5323,Baffling x Turn Of x Events!,20,Then allow me to congratulate you.
5324,Baffling x Turn Of x Events!,20,"Thank you, Satotz-san."
5325,Baffling x Turn Of x Events!,20,What about the other applicants?
5326,Baffling x Turn Of x Events!,20,"The exam is still going on, right?"
5327,Baffling x Turn Of x Events!,20,"No, the exam is over."
5328,Baffling x Turn Of x Events!,20,Really?
5329,Baffling x Turn Of x Events!,20,"Yes, you slept for nearly an entire day."
5330,Baffling x Turn Of x Events!,20,Really?
5331,Baffling x Turn Of x Events!,20,The others who passed are currently \Ncompleting a brief orientation.
5332,Baffling x Turn Of x Events!,20,You will undergo the orientation later.
5333,Baffling x Turn Of x Events!,20,Who failed?
5334,Baffling x Turn Of x Events!,20,It was
5335,Baffling x Turn Of x Events!,20,Killua.
5336,Baffling x Turn Of x Events!,20,Why did Killua fail?
5337,Baffling x Turn Of x Events!,20,"First, let me fill you in on what transpired after you were knocked out."
5338,Baffling x Turn Of x Events!,20,That will help you understand \Nwhat occurred.
5339,Baffling x Turn Of x Events!,20,After you fell unconscious...
5340,Baffling x Turn Of x Events!,20,"When he wakes up, he'll probably \Nrefuse his license."
5341,Baffling x Turn Of x Events!,20,That sounds like something Gon would do.
5342,Baffling x Turn Of x Events!,20,"Only one person will fail this round, right?"
5343,Baffling x Turn Of x Events!,20,"If Gon fails, wouldn't that make the \Nrest of our fights meaningless?"
5344,Baffling x Turn Of x Events!,20,Don't worry. Gon has passed.
5345,Baffling x Turn Of x Events!,20,Nothing he says can change that.
5346,Baffling x Turn Of x Events!,20,"If Gon were to throw a fit and kill me, we still wouldn't be able \Nto revoke his license."
5347,Baffling x Turn Of x Events!,20,Very well.
5348,Baffling x Turn Of x Events!,20,Why did you let him win?
5349,Baffling x Turn Of x Events!,20,Let him win?
5350,Baffling x Turn Of x Events!,20,I'm sure you knew how to make Gon \Nsurrender without killing him.
5351,Baffling x Turn Of x Events!,20,Given your skills.
5352,Baffling x Turn Of x Events!,20,"When I torture someone,"
5353,Baffling x Turn Of x Events!,20,I expect that person to hate me \Nfor the rest of their life.
5354,Baffling x Turn Of x Events!,20,It's more effective and less stressful.
5355,Baffling x Turn Of x Events!,20,"When someone is in pain, their eyes show a gleam of hostility toward \Nthe one responsible for that pain."
5356,Baffling x Turn Of x Events!,20,"Even with extensive training, it is difficult to suppress \Nthat gleam of hate and rage."
5357,Baffling x Turn Of x Events!,20,But there was no gleam in Gon's eyes.
5358,Baffling x Turn Of x Events!,20,Can you believe it?
5359,Baffling x Turn Of x Events!,20,I had just broken his arm.
5360,Baffling x Turn Of x Events!,20,But his eyes had already \Nforgotten about that.
5361,Baffling x Turn Of x Events!,20,I guess you could say that he won me over.
5362,Baffling x Turn Of x Events!,20,"If you need a reason, there you go."
5363,Baffling x Turn Of x Events!,20,"Gon-kun, you were able to \Nwin over your opponent."
5364,Baffling x Turn Of x Events!,20,Hanzo said so himself.
5365,Baffling x Turn Of x Events!,20,"After that, the second match began."
5366,Baffling x Turn Of x Events!,20,The second match is Kurapika versus Hisoka.
5367,Baffling x Turn Of x Events!,20,Begin!
5368,Baffling x Turn Of x Events!,20,After the two of them fought for a while...
5369,Baffling x Turn Of x Events!,20,Wha—
5370,Baffling x Turn Of x Events!,20,I lose.
5371,Baffling x Turn Of x Events!,20,Huh?
5372,Baffling x Turn Of x Events!,20,And Kurapika won.
5373,Baffling x Turn Of x Events!,20,What did Hisoka say?
5374,Baffling x Turn Of x Events!,20,"I don't know, but Hisoka voluntarily conceded."
5375,Baffling x Turn Of x Events!,20,The third match pit Hanzo against Pokkle.
5376,Baffling x Turn Of x Events!,20,"Pokkle found himself in much \Nthe same position as you, but he admitted defeat immediately."
5377,Baffling x Turn Of x Events!,20,"Sorry, but I won't go easy on you."
5378,Baffling x Turn Of x Events!,20,That sealed the deal.
5379,Baffling x Turn Of x Events!,20,The fourth match was between \NHisoka and Bodoro.
5380,Baffling x Turn Of x Events!,20,"The match was extremely one-sided, but Bodoro refused to give up."
5381,Baffling x Turn Of x Events!,20,"However, while Bodoro \Nwas lying on the floor,"
5382,Baffling x Turn Of x Events!,20,Hisoka whispered something in his ear.
5383,Baffling x Turn Of x Events!,20,And Bodoro surrendered.
5384,Baffling x Turn Of x Events!,20,"The fifth match featured Killua and Pokkle, but as soon as the fight began, \NKillua walked away."
5385,Baffling x Turn Of x Events!,20,"Confidently, he declared..."
5386,Baffling x Turn Of x Events!,20,"Sorry, but I'm not interested in fighting you."
5387,Baffling x Turn Of x Events!,20,He must have felt that he \Ncould win his next match.
5388,Baffling x Turn Of x Events!,20,"However,"
5389,Baffling x Turn Of x Events!,20,Leorio requested that the sixth match be postponed while Bodoro \Nrecovered from his injuries.
5390,Baffling x Turn Of x Events!,20,So Killua and Gittarackur fought first.
5391,Baffling x Turn Of x Events!,20,Begin!
5392,Baffling x Turn Of x Events!,20,That was when Killua made a fatal mistake.
5393,Baffling x Turn Of x Events!,20,"It's been too long, Kil."
5394,Baffling x Turn Of x Events!,20,Brother...
5395,Baffling x Turn Of x Events!,20,Hunter Vocabulary
5396,Baffling x Turn Of x Events!,20,Illumi
5397,Baffling x Turn Of x Events!,20,Huh? Gittarackur is Killua's brother?
5398,Baffling x Turn Of x Events!,20,"Yes, his name is Illumi."
5399,Baffling x Turn Of x Events!,20,Hey.
5400,Baffling x Turn Of x Events!,20,Killua's brother?
5401,Baffling x Turn Of x Events!,20,He used those needles to change \Nthe shape of his face?!
5402,Baffling x Turn Of x Events!,20,I heard that you cut up Mom and Milluki.
5403,Baffling x Turn Of x Events!,20,I guess.
5404,Baffling x Turn Of x Events!,20,Mom was crying.
5405,Baffling x Turn Of x Events!,20,Anyone would cry if their \Nson did that to them.
5406,Baffling x Turn Of x Events!,20,Tears of joy.
5407,Baffling x Turn Of x Events!,20,She was so happy to see that you'd grown up.
5408,Baffling x Turn Of x Events!,20,"But she was worried about you leaving home, so she asked me to check up on you."
5409,Baffling x Turn Of x Events!,20,What a coincidence.
5410,Baffling x Turn Of x Events!,20,I didn't know you wanted to be a Hunter.
5411,Baffling x Turn Of x Events!,20,I'm trying to get a license for my next job.
5412,Baffling x Turn Of x Events!,20,I don't really want to be a Hunter.
5413,Baffling x Turn Of x Events!,20,I just felt like taking the exam.
5414,Baffling x Turn Of x Events!,20,I see...
5415,Baffling x Turn Of x Events!,20,That's a relief.
5416,Baffling x Turn Of x Events!,20,Then I have some advice for you.
5417,Baffling x Turn Of x Events!,20,You're not cut out to be a Hunter.
5418,Baffling x Turn Of x Events!,20,You were born to be... a killer.
5419,Baffling x Turn Of x Events!,20,Is that really what he said?
5420,Baffling x Turn Of x Events!,20,"Killua mentioned his family before, but they sound crazy..."
5421,Baffling x Turn Of x Events!,20,He wasn't finished yet.
5422,Baffling x Turn Of x Events!,20,"You're a puppet of darkness, without passion."
5423,Baffling x Turn Of x Events!,20,You don't want anything or wish for anything.
5424,Baffling x Turn Of x Events!,20,"As one who lives in the shadows, you can only feel pleasure when people die."
5425,Baffling x Turn Of x Events!,20,That's how Dad and I raised you.
5426,Baffling x Turn Of x Events!,20,What would you accomplish \Nby becoming a Hunter?
5427,Baffling x Turn Of x Events!,20,"True,"
5428,Baffling x Turn Of x Events!,20,I don't desire to become a Hunter.
5429,Baffling x Turn Of x Events!,20,But...
5430,Baffling x Turn Of x Events!,20,I do have something I want...
5431,Baffling x Turn Of x Events!,20,You don't.
5432,Baffling x Turn Of x Events!,20,I do!
5433,Baffling x Turn Of x Events!,20,There's something I really want!
5434,Baffling x Turn Of x Events!,20,Tell me what it is that you want.
5435,Baffling x Turn Of x Events!,20,What's wrong?
5436,Baffling x Turn Of x Events!,20,"There's nothing you really want, is there?"
5437,Baffling x Turn Of x Events!,20,That's not it!
5438,Baffling x Turn Of x Events!,20,I want to become friends with Gon...
5439,Baffling x Turn Of x Events!,20,I'm sick of killing people...
5440,Baffling x Turn Of x Events!,20,"I want to become friends with Gon, and to live a normal life..."
5441,Baffling x Turn Of x Events!,20,That's impossible.
5442,Baffling x Turn Of x Events!,20,You'll never be able to make friends.
5443,Baffling x Turn Of x Events!,20,Your only concern when you meet someone \Nis whether you should kill them.
5444,Baffling x Turn Of x Events!,20,That's how you were trained.
5445,Baffling x Turn Of x Events!,20,You just don't know how to classify Gon because he's too dazzling for your eyes.
5446,Baffling x Turn Of x Events!,20,You don't actually want to \Nbecome friends with him.
5447,Baffling x Turn Of x Events!,20,You're wrong...
5448,Baffling x Turn Of x Events!,20,"If you stay with him, you'll end up wanting to kill him one day."
5449,Baffling x Turn Of x Events!,20,You'll get the urge to see if \Nyou can kill him or not.
5450,Baffling x Turn Of x Events!,20,Because you have the soul of a killer.
5451,Baffling x Turn Of x Events!,20,As we mentioned before...
5452,Baffling x Turn Of x Events!,20,"Yeah, I know!"
5453,Baffling x Turn Of x Events!,20,Killua!
5454,Baffling x Turn Of x Events!,20,I don't give a damn if he's your brother.
5455,Baffling x Turn Of x Events!,20,He's a worthless piece of crap!
5456,Baffling x Turn Of x Events!,20,Don't listen to him!
5457,Baffling x Turn Of x Events!,20,Just beat the crap out of \Nhim like usual and win!
5458,Baffling x Turn Of x Events!,20,You want to become friends with Gon?
5459,Baffling x Turn Of x Events!,20,Are you daft?
5460,Baffling x Turn Of x Events!,20,You already are friends!
5461,Baffling x Turn Of x Events!,20,I'm sure that's how Gon feels!
5462,Baffling x Turn Of x Events!,20,Really?
5463,Baffling x Turn Of x Events!,20,"Hell, yeah, idiot!"
5464,Baffling x Turn Of x Events!,20,Really... That's no good.
5465,Baffling x Turn Of x Events!,20,He considers Kil a friend.
5466,Baffling x Turn Of x Events!,20,"Okay, I'll kill Gon."
5467,Baffling x Turn Of x Events!,20,A killer doesn't need any friends.
5468,Baffling x Turn Of x Events!,20,They'll only slow you down.
5469,Baffling x Turn Of x Events!,20,Where is he?
5470,Baffling x Turn Of x Events!,20,P-Please wait!
5471,Baffling x Turn Of x Events!,20,The match is still...
5472,Baffling x Turn Of x Events!,20,Where is he?
5473,Baffling x Turn Of x Events!,20,The waiting room over there...
5474,Baffling x Turn Of x Events!,20,Thank you.
5475,Baffling x Turn Of x Events!,20,This won't do.
5476,Baffling x Turn Of x Events!,20,I need a Hunter license to do my job...
5477,Baffling x Turn Of x Events!,20,"But if I kill them, I'll fail, and Kil will pass automatically."
5478,Baffling x Turn Of x Events!,20,"Oh, darn. The same thing \Nwill happen if I kill Gon."
5479,Baffling x Turn Of x Events!,20,I know!
5480,Baffling x Turn Of x Events!,20,I'll pass the exam before killing Gon.
5481,Baffling x Turn Of x Events!,20,Bastard...
5482,Baffling x Turn Of x Events!,20,"If I wait until after passing the exam,"
5483,Baffling x Turn Of x Events!,20,"I can kill everyone here and \Nstill keep my license, right?"
5484,Baffling x Turn Of x Events!,20,"Yes, according to the rules."
5485,Baffling x Turn Of x Events!,20,"Did you hear that, Kil?"
5486,Baffling x Turn Of x Events!,20,You have to beat me if \Nyou want to save Gon.
5487,Baffling x Turn Of x Events!,20,Will you fight me for your friend's sake?
5488,Baffling x Turn Of x Events!,20,You can't do it.
5489,Baffling x Turn Of x Events!,20,Because you're more worried about whether or not you can defeat me.
5490,Baffling x Turn Of x Events!,20,And you already have your answer:
5491,Baffling x Turn Of x Events!,20,"""I'm not strong enough to beat my brother."""
5492,Baffling x Turn Of x Events!,20,"""Never fight an enemy you can't beat."""
5493,Baffling x Turn Of x Events!,20,I drilled that into you...
5494,Baffling x Turn Of x Events!,20,Don't move!
5495,Baffling x Turn Of x Events!,20,"If you move an inch, I'll assume \Nthat the fight has begun."
5496,Baffling x Turn Of x Events!,20,"And if our bodies make contact, that will also mean the fight has begun."
5497,Baffling x Turn Of x Events!,20,There's only one way to stop me.
5498,Baffling x Turn Of x Events!,20,You know what that is.
5499,Baffling x Turn Of x Events!,20,But don't forget...
5500,Baffling x Turn Of x Events!,20,"If you don't fight me, your dear Gon will die."
5501,Baffling x Turn Of x Events!,20,"Take him out, Killua!"
5502,Baffling x Turn Of x Events!,20,We won't let him kill you or Gon!
5503,Baffling x Turn Of x Events!,20,"We'll stop him, whatever it takes!"
5504,Baffling x Turn Of x Events!,20,Let him have it!
5505,Baffling x Turn Of x Events!,20,I surrender.
5506,Baffling x Turn Of x Events!,20,I lose...
5507,Baffling x Turn Of x Events!,20,"Oh, that's good!"
5508,Baffling x Turn Of x Events!,20,Then the battle's over.
5509,Baffling x Turn Of x Events!,20,"I lied, Kil."
5510,Baffling x Turn Of x Events!,20,I was lying about killing Gon.
5511,Baffling x Turn Of x Events!,20,That was just a little test.
5512,Baffling x Turn Of x Events!,20,But now I have my answer.
5513,Baffling x Turn Of x Events!,20,You don't have the right to make friends.
5514,Baffling x Turn Of x Events!,20,Nor do you need friends.
5515,Baffling x Turn Of x Events!,20,"You should just listen to Dad and me, \Nand do your job as you always have."
5516,Baffling x Turn Of x Events!,20,"When the time comes,"
5517,Baffling x Turn Of x Events!,20,I'll tell you to take the Hunter Exam.
5518,Baffling x Turn Of x Events!,20,You don't need a license yet.
